OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1203025,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.38363,-76.55637,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205015,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.35024,-76.49595,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205015,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.35024,-76.49595,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205037,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.38208,-76.59289,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205037,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.38208,-76.59289,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205079,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.36789,-76.52209,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205079,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.36789,-76.52209,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205080,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.36805,-76.52473,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205080,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.36805,-76.52473,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205092,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.32401,-76.51327,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205092,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.32401,-76.51327,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205098,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.37605,-76.58579,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205098,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.37605,-76.58579,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205101,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.37041,-76.52684,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205101,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.37041,-76.52684,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205109,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.34985,-76.49558,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205109,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.34985,-76.49558,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205134,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.29156,-76.50456,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205134,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.29156,-76.50456,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205135,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.29991,-76.5047,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205135,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.29991,-76.5047,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205138,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.28772,-76.51889,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205138,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.28772,-76.51889,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205141,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.28409,-76.49166,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1205141,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.28409,-76.49166,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207003,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.37043,-76.52676,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207003,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.37043,-76.52676,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207007,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.38078,-76.59104,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207007,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.38078,-76.59104,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207011,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.38583,-76.55282,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207011,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.38583,-76.55282,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207013,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.36811,-76.52435,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207013,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.36811,-76.52435,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207014,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.3693,-76.52586,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207014,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.3693,-76.52586,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207018,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.33847,-76.48868,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207018,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.33847,-76.48868,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207023,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.382,-76.58028,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207023,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.382,-76.58028,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207025,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.33934,-76.46149,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207025,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.33934,-76.46149,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207028,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.30891,-76.45186,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207028,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.30891,-76.45186,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207035,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.33459,-76.51263,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207035,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.33459,-76.51263,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207036,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.36799,-76.52108,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207036,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.36799,-76.52108,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207038,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.3736,-76.56086,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207038,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.3736,-76.56086,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207042,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.2705,-76.42943,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207042,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.2705,-76.42943,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207043,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.33061,-76.51044,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_1207043,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.33061,-76.51044,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_204022,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.62168,-76.76031,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_204022,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.62168,-76.76031,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_204033,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.62134,-76.78006,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_204033,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.62134,-76.78006,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_204035,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.61121,-76.78281,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_204035,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.61121,-76.78281,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_206001,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.61206,-76.78331,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_206001,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.61206,-76.78331,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_206002,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.61013,-76.7967,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_206002,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.61013,-76.7967,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_206010,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.60882,-76.73929,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_206010,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.60882,-76.73929,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_206016,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.60541,-76.74064,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_206016,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.60541,-76.74064,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_206039,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.61461,-76.78293,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_206039,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.61461,-76.78293,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_206050,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.61375,-76.7448,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_206050,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.61375,-76.7448,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_208012,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.60988,-76.79938,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_208012,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.60988,-76.79938,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_208013,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.609,-76.73929,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_208013,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.609,-76.73929,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_208018,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.60691,-76.74012,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_208018,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.60691,-76.74012,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_208019,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.60817,-76.797,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_208019,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.60817,-76.797,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_208038,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.60981,-76.80281,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_208038,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.60981,-76.80281,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_304006,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.60587,-76.60671,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_304006,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.60587,-76.60671,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_304011,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.61248,-76.61037,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_304011,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.61248,-76.61037,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_304036,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.61292,-76.58184,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_304036,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.61292,-76.58184,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_304037,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.61932,-76.59261,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_304037,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.61932,-76.59261,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_304044,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.61966,-76.67327,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_304044,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.61966,-76.67327,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_304045,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.61729,-76.67132,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_304045,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.61729,-76.67132,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-BALCO_304047,LivingResource Monitoring location,River/Stream,+ LivingResource,02060003,,,,,39.61831,-76.67184,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,24,005,,,,,,,,,STORET
